		
attributed	Seg=O	Seg=O
to	Seg=O	Seg=O
motivation	Seg=O	Seg=O
and	Seg=O	Seg=O
to	Seg=O	Seg=O
L2	Seg=O	Seg=O
experience	Seg=O	Seg=O
during	Seg=O	Seg=O
the	Seg=O	Seg=O
period	Seg=O	Seg=O
of	Seg=O	Seg=O
ostensibly	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	
or	Seg=B-seg	
to	Seg=O	Seg=B-seg
factors	Seg=O	Seg=O
related	Seg=B-seg	Seg=O
to	Seg=O	Seg=O
general	Seg=O	Seg=B-seg
maturation	Seg=O	Seg=O
0	Seg=O	Seg=O
cognitive	Seg=O	Seg=O
development	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
or	Seg=O	Seg=O
continued	Seg=O	Seg=O
academic	Seg=O	Seg=B-seg
training	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
18	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
.	Seg=O	Seg=O
		Seg=O
		Seg=O
Digital	Seg=B-seg	Seg=O
Humanities	Seg=O	Seg=O
Clinics	Seg=O	Seg=O
-0	Seg=O	Seg=O
Leading	Seg=B-seg	Seg=O
Dutch	Seg=O	Seg=O
Librarians	Seg=O	Seg=O
into	Seg=O	Seg=O
DH	Seg=O	Seg=O
Michiel	Seg=B-seg	Seg=O
Cock	Seg=O	Seg=O
m.p.cock@vu.nl	Seg=O	Seg=O
Vrije	Seg=O	Seg=O
Universiteit	Seg=O	Seg=O
Amsterdam	Seg=O	Seg=O
0	Seg=O	Seg=O
the	Seg=O	Seg=O
Netherlands	Seg=O	Seg=O
Lotte	Seg=B-seg	Seg=O
Wilms	Seg=O	Seg=O
lotte.wilms@kb.nl	Seg=O	Seg=O
National	Seg=O	Seg=O
Library	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
Netherlands	Seg=O	Seg=O
0	Seg=O	Seg=O
the	Seg=O	Seg=O
Netherlands	Seg=O	Seg=O
In	Seg=B-seg	Seg=O
2015	Seg=O	Seg=O
0	Seg=O	Seg=O
an	Seg=O	Seg=O
initiative	Seg=O	Seg=O
was	Seg=O	Seg=O
started	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
set	Seg=O	Seg=O
up	Seg=O	Seg=O
a	Seg=O	Seg=O
Dutch	Seg=O	Seg=B-seg
speaking	Seg=O	Seg=O
DH+Lib	Seg=O	Seg=B-seg
community	Seg=O	Seg=O
in	Seg=O	Seg=O
the	Seg=O	Seg=O
Netherlands	Seg=O	Seg=O
and	Seg=O	Seg=O
Belgium	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
based	Seg=B-seg	Seg=O
on	Seg=O	Seg=O
the	Seg=O	Seg=O
example	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
American	Seg=O	Seg=O
communal	Seg=O	Seg=B-seg
space	Seg=O	Seg=O
of	Seg=O	Seg=B-seg
librarians	Seg=O	Seg=O
0	Seg=O	Seg=O
archivists	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
LIS	Seg=O	Seg=O
graduate	Seg=O	Seg=O
students	Seg=O	Seg=O
0	Seg=O	Seg=O
and	Seg=O	Seg=O
information	Seg=O	Seg=O
specialists	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
discuss	Seg=O	Seg=O
topics	Seg=O	Seg=O
‘	Seg=B-seg	Seg=O
Where	Seg=O	Seg=O
the	Seg=O	Seg=O
Digital	Seg=O	Seg=B-seg
Humanities	Seg=O	Seg=O
and	Seg=O	Seg=O
Libraries	Seg=O	Seg=O
meet	Seg=O	Seg=B-seg
’	Seg=O	Seg=O
.	Seg=O	Seg=O
At	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
initial	Seg=O	Seg=O
meeting	Seg=O	Seg=B-seg
it	Seg=O	Seg=O
became	Seg=O	Seg=O
apparent	Seg=O	Seg=O
that	Seg=O	Seg=O
most	Seg=O	Seg=B-seg
participants	Seg=O	Seg=O
were	Seg=O	Seg=O
there	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
learn	Seg=O	Seg=O
more	Seg=O	Seg=O
about	Seg=O	Seg=O
digital	Seg=O	Seg=O
humanities	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
were	Seg=O	Seg=O
not	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
yet	Seg=O	Seg=O
)	Seg=O	Seg=O
in	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
situation	Seg=O	Seg=O
where	Seg=B-seg	Seg=O
they	Seg=O	Seg=O
were	Seg=O	Seg=B-seg
able	Seg=O	Seg=O
to	Seg=O	Seg=O
offer	Seg=O	Seg=O
expertise	Seg=O	Seg=O
on	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
subject	Seg=O	Seg=O
.	Seg=O	Seg=O
On	Seg=B-seg	Seg=O
the	Seg=O	Seg=B-seg
administrative	Seg=O	Seg=O
level	Seg=O	Seg=O
0	Seg=O	Seg=O
the	Seg=O	Seg=O
directors	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
libraries	Seg=O	Seg=O
participating	Seg=B-seg	Seg=O
in	Seg=O	Seg=O
the	Seg=O	Seg=O
consortium	Seg=O	Seg=O
of	Seg=O	Seg=O
Dutch	Seg=O	Seg=O
academic	Seg=O	Seg=O
libraries	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
UKB	Seg=O	Seg=O
)	Seg=O	Seg=O
also	Seg=B-seg	Seg=O
expressed	Seg=O	Seg=O
the	Seg=O	Seg=O
wish	Seg=O	Seg=B-seg
that	Seg=B-seg	Seg=O
librarians	Seg=O	Seg=O
become	Seg=O	Seg=O
more	Seg=O	Seg=B-seg
fluent	Seg=O	Seg=B-seg
in	Seg=O	Seg=O
DH	Seg=O	Seg=O
.	Seg=O	Seg=O
A	Seg=B-seg	Seg=O
year	Seg=O	Seg=O
later	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
the	Seg=O	Seg=O
National	Seg=O	Seg=O
Library	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
Netherlands	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
Koninklijke	Seg=O	Seg=O
Bibliotheek	Seg=O	Seg=O
)	Seg=O	Seg=O
0	Seg=O	Seg=O
and	Seg=B-seg	Seg=B-seg
the	Seg=O	Seg=B-seg
University	Seg=O	Seg=O
Library	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
Vrije	Seg=O	Seg=B-seg
Universiteit	Seg=O	Seg=O
Amsterdam	Seg=O	Seg=O
again	Seg=O	Seg=O
concluded	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
librarians	Seg=O	Seg=O
at	Seg=O	Seg=O
their	Seg=O	Seg=O
institutes	Seg=O	Seg=O
who	Seg=B-seg	Seg=B-seg
wanted	Seg=O	Seg=O
to	Seg=O	Seg=O
get	Seg=O	Seg=O
involved	Seg=O	Seg=O
in	Seg=O	Seg=O
DH	Seg=O	Seg=O
needed	Seg=B-seg	Seg=O
more	Seg=O	Seg=O
training	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
adequately	Seg=O	Seg=O
support	Seg=O	Seg=B-seg
researchers	Seg=O	Seg=B-seg
and	Seg=O	Seg=O
students	Seg=O	Seg=O
in	Seg=O	Seg=O
this	Seg=O	Seg=O
field	Seg=O	Seg=O
.	Seg=O	Seg=O
Therefore	Seg=B-seg	Seg=O
both	Seg=O	Seg=O
institutes	Seg=O	Seg=O
joined	Seg=O	Seg=O
forces	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
develop	Seg=O	Seg=O
a	Seg=O	Seg=O
set	Seg=O	Seg=O
of	Seg=O	Seg=O
clinics	Seg=O	Seg=O
on	Seg=O	Seg=O
DH	Seg=O	Seg=O
for	Seg=O	Seg=O
librarians	Seg=O	Seg=O
.	Seg=O	Seg=O
The	Seg=B-seg	Seg=O
two	Seg=O	Seg=O
institutes	Seg=O	Seg=O
were	Seg=O	Seg=O
later	Seg=O	Seg=O
joined	Seg=O	Seg=O
by	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
Leiden	Seg=O	Seg=O
University	Seg=O	Seg=O
Libraries	Seg=O	Seg=B-seg
.	Seg=O	Seg=O
We	Seg=B-seg	Seg=O
see	Seg=O	Seg=O
this	Seg=O	Seg=O
as	Seg=O	Seg=O
the	Seg=O	Seg=O
ideal	Seg=O	Seg=O
opportunity	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
provide	Seg=O	Seg=O
these	Seg=O	Seg=O
educative	Seg=O	Seg=O
sessions	Seg=O	Seg=O
not	Seg=O	Seg=O
only	Seg=O	Seg=B-seg
to	Seg=O	Seg=O
our	Seg=O	Seg=B-seg
own	Seg=O	Seg=O
librarians	Seg=O	Seg=O
0	Seg=O	Seg=O
but	Seg=B-seg	Seg=O
also	Seg=O	Seg=O
to	Seg=O	Seg=O
the	Seg=O	Seg=O
academic	Seg=O	Seg=O
librarians	Seg=O	Seg=O
of	Seg=O	Seg=B-seg
other	Seg=O	Seg=O
Dutch	Seg=O	Seg=O
research	Seg=O	Seg=B-seg
libraries	Seg=O	Seg=O
.	Seg=O	Seg=O
In	Seg=B-seg	Seg=O
essence	Seg=O	Seg=O
0	Seg=O	Seg=O
we	Seg=O	Seg=O
want	Seg=O	Seg=O
to	Seg=O	Seg=O
teach	Seg=O	Seg=O
our	Seg=O	Seg=B-seg
country’s	_	Seg=O
country	Seg=O	Seg=O
’s	Seg=O	Seg=O
librarians	Seg=O	Seg=O
the	Seg=O	Seg=O
ins	Seg=O	Seg=O
and	Seg=O	Seg=O
outs	Seg=O	Seg=O
of	Seg=O	Seg=O
DH	Seg=O	Seg=O
in	Seg=B-seg	Seg=O
order	Seg=O	Seg=O
for	Seg=O	Seg=O
them	Seg=O	Seg=O
to	Seg=O	Seg=O
take	Seg=O	Seg=O
up	Seg=O	Seg=O
their	Seg=O	Seg=O
natural	Seg=O	Seg=O
role	Seg=O	Seg=O
of	Seg=B-seg	Seg=O
facilitating	Seg=O	Seg=O
and	Seg=O	Seg=O
supporting	Seg=O	Seg=O
research	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
ideally	Seg=O	Seg=O
become	Seg=O	Seg=O
the	Seg=O	Seg=O
research	Seg=O	Seg=O
partner	Seg=O	Seg=O
needed	Seg=B-seg	Seg=O
in	Seg=O	Seg=O
DH	Seg=O	Seg=O
projects	Seg=O	Seg=O
.	Seg=O	Seg=B-seg
The	Seg=B-seg	Seg=O
aim	Seg=O	Seg=O
of	Seg=O	Seg=O
these	Seg=O	Seg=O
clinics	Seg=O	Seg=B-seg
is	Seg=O	Seg=O
to	Seg=O	Seg=O
provide	Seg=O	Seg=O
basic	Seg=O	Seg=O
methodological	Seg=O	Seg=O
competencies	Seg=O	Seg=O
and	Seg=O	Seg=O
technical	Seg=O	Seg=O
skills	Seg=O	Seg=O
in	Seg=O	Seg=B-seg
DH	Seg=O	Seg=O
0	Seg=O	Seg=O
for	Seg=O	Seg=O
a	Seg=O	Seg=O
diverse	Seg=O	Seg=O
group	Seg=O	Seg=O
of	Seg=O	Seg=O
librarians	Seg=O	Seg=B-seg
0	Seg=O	Seg=B-seg
consisting	Seg=B-seg	Seg=O
of	Seg=O	Seg=O
both	Seg=O	Seg=O
subject	Seg=O	Seg=O
and	Seg=O	Seg=O
technical	Seg=O	Seg=O
librarians	Seg=O	Seg=O
with	Seg=O	Seg=O
basic	Seg=O	Seg=B-seg
technical	Seg=O	Seg=O
skills	Seg=O	Seg=O
.	Seg=O	Seg=O
The	Seg=B-seg	Seg=O
content	Seg=O	Seg=O
of	Seg=O	Seg=O
these	Seg=O	Seg=O
sessions	Seg=O	Seg=O
should	Seg=O	Seg=O
enable	Seg=O	Seg=B-seg
them	Seg=O	Seg=B-seg
to	Seg=O	Seg=O
provide	Seg=O	Seg=O
services	Seg=O	Seg=O
to	Seg=O	Seg=O
researchers	Seg=O	Seg=O
and	Seg=O	Seg=O
students	Seg=O	Seg=O
0	Seg=O	Seg=O
identify	Seg=O	Seg=O
remaining	Seg=O	Seg=O
gaps	Seg=O	Seg=O
in	Seg=O	Seg=O
knowledge	Seg=O	Seg=O
or	Seg=O	Seg=B-seg
skills	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
they	Seg=O	Seg=O
could	Seg=O	Seg=O
address	Seg=O	Seg=O
by	Seg=O	Seg=O
self	Seg=O	Seg=O
-0	Seg=O	Seg=B-seg
directed	Seg=O	Seg=O
learning	Seg=O	Seg=O
and	Seg=B-seg	Seg=B-seg
(	Seg=B-seg	Seg=O
perhaps	Seg=O	Seg=O
)	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
automate	Seg=O	Seg=B-seg
their	Seg=O	Seg=O
daily	Seg=O	Seg=O
library	Seg=O	Seg=O
work	Seg=O	Seg=O
.	Seg=O	Seg=O
We	Seg=B-seg	Seg=O
are	Seg=O	Seg=O
not	Seg=O	Seg=B-seg
setting	Seg=O	Seg=O
out	Seg=O	Seg=O
to	Seg=O	Seg=B-seg
turn	Seg=O	Seg=O
them	Seg=O	Seg=O
into	Seg=O	Seg=O
programmers	Seg=O	Seg=O
or	Seg=O	Seg=O
data	Seg=O	Seg=O
crunchers	Seg=O	Seg=O
0	Seg=O	Seg=O
but	Seg=B-seg	Seg=O
want	Seg=O	Seg=O
to	Seg=O	Seg=B-seg
boost	Seg=O	Seg=O
their	Seg=O	Seg=O
knowledge	Seg=O	Seg=O
level	Seg=O	Seg=O
to	Seg=B-seg	Seg=O
where	Seg=O	Seg=B-seg
they	Seg=O	Seg=O
feel	Seg=O	Seg=O
comfortable	Seg=O	Seg=O
providing	Seg=B-seg	Seg=O
information	Seg=O	Seg=O
about	Seg=O	Seg=O
DH	Seg=O	Seg=O
projects	Seg=O	Seg=O
0	Seg=O	Seg=O
follow	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
literature	Seg=O	Seg=O
and	Seg=O	Seg=O
research	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
follow	Seg=B-seg	Seg=O
online	Seg=O	Seg=O
tutorials	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
hopefully	Seg=O	Seg=O
take	Seg=O	Seg=O
up	Seg=O	Seg=O
the	Seg=O	Seg=O
challenge	Seg=O	Seg=O
of	Seg=B-seg	Seg=O
finishing	Seg=O	Seg=O
this	Seg=O	Seg=B-seg
professional	Seg=O	Seg=O
development	Seg=O	Seg=O
by	Seg=B-seg	Seg=O
engaging	Seg=O	Seg=O
with	Seg=O	Seg=O
the	Seg=O	Seg=O
DH	Seg=O	Seg=O
community	Seg=O	Seg=O
.	Seg=O	Seg=O
In	Seg=B-seg	Seg=O
order	Seg=O	Seg=O
to	Seg=O	Seg=O
design	Seg=O	Seg=O
this	Seg=O	Seg=O
curriculum	Seg=O	Seg=O
we	Seg=B-seg	Seg=O
follow	Seg=O	Seg=O
a	Seg=O	Seg=O
four	Seg=O	Seg=O
step	Seg=O	Seg=B-seg
approach	Seg=O	Seg=O
with	Seg=O	Seg=O
a	Seg=O	Seg=O
Working	Seg=O	Seg=O
Out	Seg=O	Seg=O
Loud	Seg=O	Seg=O
-0	Seg=O	Seg=O
principle	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
Williams	Seg=O	Seg=O
0	Seg=O	Seg=O
2010	Seg=O	Seg=O
)	Seg=O	Seg=O
:	Seg=O	Seg=B-seg
Desk	Seg=B-seg	Seg=B-seg
research	Seg=O	Seg=B-seg
about	Seg=O	Seg=B-seg
what	Seg=O	Seg=O
being	Seg=O	Seg=B-seg
a	Seg=O	Seg=O
DH	Seg=O	Seg=O
librarian	Seg=O	Seg=O
entails	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
e.g.	Seg=O	Seg=O
Hartsell	Seg=O	Seg=O
-0	Seg=O	Seg=O
Gundy	Seg=O	Seg=O
et	Seg=O	Seg=O
al.	Seg=O	Seg=O
0	Seg=O	Seg=O
2015	Seg=O	Seg=O
;	Seg=O	Seg=O
Mulligan	Seg=B-seg	Seg=O
0	Seg=O	Seg=O
2016	Seg=O	Seg=O
;	Seg=O	Seg=O
also	Seg=B-seg	Seg=O
see	Seg=O	Seg=B-seg
the	Seg=O	Seg=B-seg
Zotero	Seg=O	Seg=O
library	Seg=O	Seg=O
of	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
LIBER	Seg=O	Seg=O
Digital	Seg=O	Seg=O
Humanities	Seg=O	Seg=O
working	Seg=O	Seg=O
group	Seg=O	Seg=O
)	Seg=O	Seg=O
;	Seg=O	Seg=O
Identify	Seg=B-seg	Seg=O
possible	Seg=O	Seg=O
subjects	Seg=O	Seg=O
0	Seg=O	Seg=O
based	Seg=B-seg	Seg=O
on	Seg=O	Seg=O
experience	Seg=O	Seg=O
0	Seg=O	Seg=O
a	Seg=O	Seg=O
comparison	Seg=O	Seg=O
of	Seg=O	Seg=O
existing	Seg=O	Seg=O
teaching	Seg=O	Seg=O
material	Seg=O	Seg=O
related	Seg=B-seg	Seg=O
to	Seg=O	Seg=O
DH	Seg=O	Seg=O
(	Seg=B-seg	Seg=B-seg
e.g.	Seg=O	Seg=O
The	Seg=O	Seg=O
Programming	Seg=O	Seg=B-seg
Historian	Seg=O	Seg=O
0	Seg=O	Seg=O
the	Seg=O	Seg=O
Digital	Seg=O	Seg=O
Scholarship	Seg=O	Seg=O
Training	Seg=O	Seg=O
Programme	Seg=O	Seg=O
at	Seg=O	Seg=O
the	Seg=O	Seg=O
British	Seg=O	Seg=B-seg
Library	Seg=O	Seg=O
and	Seg=O	Seg=O
Columbia	Seg=O	Seg=B-seg
University's	_	Seg=O
University	Seg=O	Seg=O
s	Seg=O	Seg=O
Developing	Seg=O	Seg=O
Librarian	Seg=O	Seg=O
project	Seg=O	Seg=O
)	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
TaDiRAH	Seg=O	Seg=O
taxonomy	Seg=O	Seg=O
of	Seg=O	Seg=O
research	Seg=O	Seg=O
activities	Seg=O	Seg=O
;	Seg=O	Seg=O
Get	Seg=B-seg	Seg=B-seg
feedback	Seg=O	Seg=O
from	Seg=O	Seg=B-seg
researchers	Seg=O	Seg=O
on	Seg=O	Seg=O
possible	Seg=O	Seg=O
subjects	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
based	Seg=B-seg	Seg=O
on	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
knowledge	Seg=O	Seg=B-seg
and	Seg=O	Seg=O
skills	Seg=O	Seg=O
they	Seg=B-seg	Seg=O
feel	Seg=O	Seg=O
librarians	Seg=B-seg	Seg=O
need	Seg=O	Seg=O
;	Seg=O	Seg=B-seg
Get	Seg=B-seg	Seg=B-seg
feedback	Seg=O	Seg=O
from	Seg=O	Seg=O
librarians	Seg=O	Seg=O
on	Seg=O	Seg=B-seg
possible	Seg=O	Seg=O
subjects	Seg=O	Seg=O
0	Seg=O	Seg=O
based	Seg=B-seg	Seg=O
on	Seg=O	Seg=O
already	Seg=O	Seg=O
known	Seg=O	Seg=O
gaps	Seg=O	Seg=O
in	Seg=O	Seg=O
their	Seg=O	Seg=O
knowledge	Seg=O	Seg=O
and	Seg=O	Seg=O
skills	Seg=O	Seg=O
.	Seg=O	Seg=B-seg
With	Seg=B-seg	Seg=O
these	Seg=O	Seg=O
in	Seg=O	Seg=O
hand	Seg=O	Seg=O
0	Seg=O	Seg=O
we	Seg=B-seg	Seg=O
will	Seg=O	Seg=B-seg
design	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
curriculum	Seg=O	Seg=O
of	Seg=O	Seg=O
clinics	Seg=O	Seg=O
0	Seg=O	Seg=O
based	Seg=B-seg	Seg=O
on	Seg=O	Seg=O
the	Seg=O	Seg=O
method	Seg=O	Seg=O
of	Seg=O	Seg=O
	Seg=O	Seg=O
constructive	Seg=O	Seg=O
alignment	Seg=O	Seg=O
	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
Biggs	Seg=O	Seg=O
et	Seg=O	Seg=O
al.	Seg=O	Seg=O
0	Seg=O	Seg=O
2011	Seg=O	Seg=O
)	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
to	Seg=B-seg	Seg=O
make	Seg=O	Seg=O
sure	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
intended	Seg=O	Seg=B-seg
learning	Seg=O	Seg=O
objectives	Seg=O	Seg=O
and	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
teaching	Seg=O	Seg=O
/	Seg=O	Seg=O
learning	Seg=O	Seg=O
activities	Seg=O	Seg=O
stay	Seg=O	Seg=O
aligned	Seg=O	Seg=O
.	Seg=O	Seg=O
Our	Seg=B-seg	Seg=O
plan	Seg=O	Seg=O
is	Seg=O	Seg=O
to	Seg=O	Seg=O
organize	Seg=O	Seg=B-seg
a	Seg=O	Seg=O
maximum	Seg=O	Seg=O
of	Seg=O	Seg=O
6	Seg=O	Seg=O
clinics	Seg=O	Seg=O
0	Seg=O	Seg=O
each	Seg=O	Seg=O
one	Seg=O	Seg=O
full	Seg=O	Seg=O
day	Seg=O	Seg=O
.	Seg=O	Seg=B-seg
Each	Seg=B-seg	Seg=O
day	Seg=O	Seg=O
starts	Seg=O	Seg=O
with	Seg=O	Seg=B-seg
one	Seg=O	Seg=O
or	Seg=O	Seg=O
more	Seg=O	Seg=O
lectures	Seg=O	Seg=O
by	Seg=O	Seg=O
researchers	Seg=O	Seg=O
0	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
address	Seg=O	Seg=O
the	Seg=O	Seg=O
conceptual	Seg=O	Seg=O
knowledge	Seg=O	Seg=B-seg
needed	Seg=B-seg	Seg=O
.	Seg=O	Seg=O
The	Seg=B-seg	Seg=O
afternoon	Seg=O	Seg=O
sessions	Seg=O	Seg=O
will	Seg=O	Seg=O
be	Seg=O	Seg=O
devoted	Seg=O	Seg=O
to	Seg=O	Seg=O
the	Seg=O	Seg=O
hands	Seg=O	Seg=O
-0	Seg=O	Seg=O
on	Seg=O	Seg=O
training	Seg=O	Seg=B-seg
of	Seg=O	Seg=B-seg
skills	Seg=O	Seg=O
0	Seg=O	Seg=O
following	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
Library	Seg=O	Seg=O
Carpentry	Seg=O	Seg=O
model	Seg=O	Seg=O
as	Seg=O	Seg=O
closely	Seg=O	Seg=O
as	Seg=O	Seg=O
possible	Seg=O	Seg=O
.	Seg=O	Seg=O
By	Seg=B-seg	Seg=O
having	Seg=O	Seg=O
researchers	Seg=O	
provide	Seg=O	
the	Seg=O	Seg=B-seg
lecture	Seg=O	Seg=O
sessions	Seg=O	Seg=O
0	Seg=O	Seg=O
we	Seg=B-seg	Seg=B-seg
hope	Seg=O	Seg=O
to	Seg=O	Seg=O
fuel	Seg=O	Seg=O
the	Seg=O	Seg=O
enthusiasm	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
librarians	Seg=O	Seg=O
with	Seg=O	Seg=O
the	Seg=O	Seg=O
inspiration	Seg=O	Seg=O
of	Seg=O	Seg=O
direct	Seg=O	Seg=O
contact	Seg=O	Seg=O
with	Seg=O	Seg=O
researchers	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
to	Seg=O	Seg=O
provide	Seg=O	Seg=O
access	Seg=O	Seg=O
to	Seg=O	Seg=O
a	Seg=O	Seg=O
network	Seg=O	Seg=O
within	Seg=O	Seg=O
and	Seg=O	Seg=O
across	Seg=O	Seg=B-seg
universities	Seg=O	Seg=O
.	Seg=O	Seg=O
With	Seg=B-seg	Seg=O
these	Seg=O	Seg=O
clinics	Seg=O	Seg=O
0	Seg=O	Seg=O
we	Seg=O	Seg=O
hope	Seg=O	Seg=O
to	Seg=O	Seg=B-seg
initiate	Seg=O	Seg=O
a	Seg=O	Seg=O
stream	Seg=O	Seg=O
of	Seg=O	Seg=O
DH	Seg=O	Seg=O
activities	Seg=O	Seg=O
in	Seg=O	Seg=O
Dutch	Seg=O	Seg=O
universities	Seg=O	Seg=O
0	Seg=O	Seg=O
making	Seg=B-seg	Seg=O
access	Seg=O	Seg=O
to	Seg=O	Seg=O
support	Seg=O	Seg=O
easier	Seg=O	Seg=O
for	Seg=O	Seg=O
new	Seg=O	Seg=O
digital	Seg=O	Seg=O
scholars	Seg=O	Seg=O
.	Seg=O	Seg=O
The	Seg=B-seg	Seg=O
poster	Seg=O	Seg=B-seg
at	Seg=O	Seg=O
DH2017	Seg=O	Seg=O
will	Seg=O	Seg=O
present	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
curriculum	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
its	Seg=O	Seg=O
position	Seg=O	Seg=O
in	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
international	Seg=O	Seg=O
context	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
offer	Seg=O	Seg=O
the	Seg=O	Seg=O
lessons	Seg=O	Seg=O
learned	Seg=B-seg	Seg=O
from	Seg=O	Seg=O
both	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
design	Seg=O	Seg=O
process	Seg=O	Seg=O
and	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
first	Seg=O	Seg=O
clinics	Seg=O	Seg=O
.	Seg=O	Seg=O
We	Seg=B-seg	Seg=O
welcome	Seg=O	Seg=O
discussion	Seg=O	Seg=B-seg
about	Seg=O	Seg=O
our	Seg=O	Seg=O
efforts	Seg=O	Seg=O
and	Seg=O	Seg=O
the	Seg=O	Seg=O
possibilities	Seg=O	Seg=O
of	Seg=B-seg	Seg=O
applying	Seg=O	Seg=O
this	Seg=O	Seg=O
in	Seg=O	Seg=O
other	Seg=O	Seg=O
contexts	Seg=O	Seg=O
.	Seg=O	Seg=O
		Seg=O
		Seg=O
Education	Seg=B-seg	Seg=B-seg
and	Seg=O	Seg=O
early	Seg=O	Seg=O
loves	Seg=O	Seg=O
Byron	Seg=B-seg	Seg=O
received	Seg=O	Seg=O
his	Seg=O	Seg=O
early	Seg=O	Seg=O
formal	Seg=O	Seg=O
education	Seg=O	Seg=O
at	Seg=O	Seg=O
Aberdeen	Seg=O	Seg=O
Grammar	Seg=O	Seg=O
School	Seg=O	Seg=O
0	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
in	Seg=O	Seg=O
August	Seg=O	Seg=O
1799	Seg=O	Seg=O
entered	Seg=O	Seg=O
the	Seg=O	Seg=O
school	Seg=O	Seg=O
of	Seg=O	Seg=O
Dr.	Seg=O	Seg=O
William	Seg=O	Seg=O
Glennie	Seg=O	Seg=O
0	Seg=O	Seg=O
in	Seg=O	Seg=O
Dulwich	Seg=O	Seg=B-seg
.	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
Placed	Seg=B-seg	Seg=O
under	Seg=O	Seg=O
the	Seg=O	Seg=O
care	Seg=O	Seg=O
of	Seg=O	Seg=O
a	Seg=O	Seg=O
Dr.	Seg=O	Seg=B-seg
Bailey	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
he	Seg=B-seg	Seg=O
was	Seg=O	Seg=O
encouraged	Seg=O	Seg=O
to	Seg=O	Seg=O
exercise	Seg=O	Seg=B-seg
in	Seg=O	Seg=O
moderation	Seg=O	Seg=B-seg
but	Seg=B-seg	Seg=O
not	Seg=O	Seg=O
restrain	Seg=O	Seg=O
himself	Seg=O	Seg=O
from	Seg=O	Seg=O
"	Seg=O	Seg=B-seg
violent	Seg=O	Seg=O
"	Seg=O	Seg=O
